id,input,ground_truth,predicted,correct,confidence,genre,model,grounded,summary,error,seconds
vid_012,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/real/vid_real_youtube_human_012.mp4,REAL,REAL,1,0.85,opinion,gemini-3.5-flash-lite,False,"A food vlogger reviews the new Pizza Hut menu items and flat pizzas in India. The video displays normal human movement, natural lighting, and consistent branding without any signs of AI manipulation.",,29.4
vid_013,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/real/vid_real_youtube_human_014.mp4,REAL,REAL,1,0.9,press_release,gemini-3.5-flash-lite,False,"This video shows former President Donald Trump delivering an official Easter address from the Oval Office, and independent news reports confirm its authenticity.",,49.4
vid_014,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/real/vid_real_youtube_human_015.mp4,REAL,REAL,1,0.9,hard_news,gemini-3.5-flash-lite,False,This video shows authentic broadcast footage of Indian Prime Minister Narendra Modi delivering his address at the United Nations Summit of the Future.,,82.4
vid_015,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/real/vid_real_youtube_nonhuman_009.mp4,REAL,REAL,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video is an authentic, professional clip from the anime series Demon Slayer: Kimetsu no Yaiba depicting the battle between Kyojuro Rengoku and Akaza.",,80.1
vid_016,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_001.mp4,FAKE,FAKE,1,0.95,advertorial,gemini-3.5-flash-lite,False,"This video is an AI-generated promotional clip created using generative AI tools, featuring synthetic futuristic office environments, holograms, and placeholder branding.",,17.4
vid_017,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_002.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video depicts a simulated podcast interview created by artificial intelligence, as evidenced by the 'Veo' watermark in the corner and internal generator metadata naming Google.",,15.7
vid_018,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_007.mp4,FAKE,FAKE,1,0.95,advertorial,gemini-3.5-flash-lite,False,"This video is AI-generated promotional content, featuring a watermark from Google Veo and artificial visual characteristics.",,16.2
vid_019,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_008.mp4,FAKE,FAKE,1,0.9,entertainment,gemini-3.5-flash-lite,False,"This video of a young boy running in a backyard holding a balloon is an AI-generated clip produced by Google Veo, identified by a visible watermark and encoder metadata.",,20.3
vid_020,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_009.mp4,FAKE,FAKE,1,0.9,entertainment,gemini-3.5-flash-lite,False,"This video was identified as AI-generated, featuring a watermark from Google Veo in the corner and synthetic rendering artifacts.",,13.5
vid_021,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_010.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video is an AI-generated sci-fi action clip featuring a character fighting drones on a moving train in a futuristic city, watermarked with the 'Veo' generator logo.",,16.8
vid_022,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_013.mp4,FAKE,FAKE,1,0.9,opinion,gemini-3.5-flash-lite,False,This video was identified as AI-generated due to explicit generator metadata and subtle synthetic visual artifacts.,,14.8
vid_023,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_human_gemini_014.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video depicts a baseball player hitting a home run and celebrating with teammates, but it is an AI-generated video created using a Google video generation tool.",,17.6
vid_024,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_003.mp4,FAKE,FAKE,1,0.95,advertorial,gemini-3.5-flash-lite,False,"This video is an AI-generated advertisement depicting a futuristic concept car driving through a desert landscape at sunset, identifiable by generator metadata and standard AI visual aesthetics.",,15.7
vid_025,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_004.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video is an AI-generated animated clip depicting a cartoon character casting a spell in a library, as indicated by explicit generator watermarks and metadata.",,15.6
vid_026,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_005.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video depicts a surreal fantasy scene with a floating whale in a mushroom forest, bearing a Google Veo watermark, indicating it is entirely AI-generated.",,15.3
vid_027,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_006.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video is an AI-generated simulation of a motorcycle ride through a city at night, bearing a visible watermark for Google's Veo generator.",,16.1
vid_028,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_011.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video is AI-generated fiction showing impossible scenes, such as military tanks driving past the India Gate while launching missiles, and a watermark explicitly identifying Google Veo.",,15.3
vid_029,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_gemini_015.mp4,FAKE,FAKE,1,0.95,entertainment,gemini-3.5-flash-lite,False,"This video depicts anime characters Ash and Pikachu running through a grassy field, but it is an AI-generated creation produced by Google Veo.",,20.1
vid_030,/Users/muditagrawal/Projects/Deepfake-and-Fake-News-Detector/data/evaluation/videos/fake/vid_fake_nonhuman_invideo_012.mp4,FAKE,FAKE,1,0.9,entertainment,gemini-3.5-flash-lite,False,"This video transitions between animated drawings and stock footage of a snow leopard, explicitly tagged in metadata as generated using InVideo AI.",,16.2
